TOTAL cases=4287 approved=2017 pending=583 rejected=1687
NORMAL total=2017 false_positive=0 false_positive_rate=0.00%
VIOLATION total=2270 false_negative=0 false_negative_rate=0.00%
MANUAL_EDGE total=100 approved=53 pending=8 rejected=39 normal=53 false_positive=0 false_positive_rate=0.00% violation=47 false_negative=0 false_negative_rate=0.00%
WRONG_BY_CATEGORY none

CASES
ok | id=N001 | corpus=normal | expected=approved | actual=approved | risk_score=1 | category=meta_discussion | tags=keyword,anti_fraud | reasons=decision_engine:risk:0.0141 | text=这篇文章讨论“赌博平台”这个词为什么不能只靠关键词判断，反诈骗场景很容易误伤。
ok | id=BV0095 | corpus=violation | expected=risk | actual=pending | risk_score=85 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:资源+进群;decision_engine:risk:0.8496 | text=我这里有资源，可以进群，别在公开评论区细问。
ok | id=BV0096 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:进群+安排;context:spam_fraud:review:commercial_spam:资源+进群;context:spam_fraud:review:commercial_spam:资源+安排;decision_engine:risk:0.9205 | text=我这里有资源，可以进群，长期稳定可以安排。
ok | id=BV0097 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:低价出售;context:spam_fraud:review:commercial_spam:资源+出售;context:spam_fraud:review:commercial_spam:资源+需要;decision_engine:risk:0.9242 | text=我这里有资源，可以低价出售，需要的直接说。
ok | id=BV0098 | corpus=violation | expected=risk | actual=rejected | risk_score=90 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:低价出售;context:spam_fraud:review:commercial_spam:资源+出售;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.9047 | text=我这里有资源，可以低价出售，名额不多先到先得。
ok | id=BV0099 | corpus=violation | expected=risk | actual=pending | risk_score=90 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:低价出售;context:spam_fraud:review:commercial_spam:资源+出售;decision_engine:risk:0.8982 | text=我这里有资源，可以低价出售，别在公开评论区细问。
ok | id=BV0100 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:低价出售;context:spam_fraud:review:commercial_spam:资源+出售;context:spam_fraud:review:commercial_spam:资源+安排;decision_engine:risk:0.9242 | text=我这里有资源，可以低价出售，长期稳定可以安排。
ok | id=BV0101 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:资源+发你;context:spam_fraud:review:commercial_spam:资源+需要;context:spam_fraud:review:commercial_spam:资源+发;decision_engine:risk:0.9205 | text=我这里有资源，可以发你，需要的直接说。
ok | id=BV0102 | corpus=violation | expected=risk | actual=rejected | risk_score=91 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:资源+发你;context:spam_fraud:review:commercial_spam:资源+发;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.9073 | text=我这里有资源，可以发你，名额不多先到先得。
ok | id=BV0103 | corpus=violation | expected=risk | actual=rejected | risk_score=91 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:资源+发你;context:spam_fraud:review:commercial_spam:资源+发;decision_engine:risk:0.9060 | text=我这里有资源，可以发你，别在公开评论区细问。
ok | id=BV0104 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:资源+发你;context:spam_fraud:review:commercial_spam:资源+发;context:spam_fraud:review:commercial_spam:资源+安排;decision_engine:risk:0.9205 | text=我这里有资源，可以发你，长期稳定可以安排。
ok | id=BV0105 | corpus=violation | expected=risk | actual=rejected | risk_score=93 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:扫码+领取;context:spam_fraud:review:commercial_spam:扫码+需要;context:spam_fraud:review:commercial_spam:资源+扫码;context:spam_fraud:review:commercial_spam:资源+领取;context:spam_fraud:review:commercial_spam:资源+需要;decision_engine:risk:0.9274 | text=我这里有资源，可以扫码领取，需要的直接说。
ok | id=BV0106 | corpus=violation | expected=risk | actual=rejected | risk_score=91 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:扫码+领取;context:spam_fraud:review:commercial_spam:资源+扫码;context:spam_fraud:review:commercial_spam:资源+领取;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.9126 | text=我这里有资源，可以扫码领取，名额不多先到先得。
ok | id=BV0107 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:扫码+领取;context:spam_fraud:review:commercial_spam:资源+扫码;context:spam_fraud:review:commercial_spam:资源+领取;decision_engine:risk:0.9219 | text=我这里有资源，可以扫码领取，别在公开评论区细问。
ok | id=BV0108 | corpus=violation | expected=risk | actual=rejected | risk_score=93 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:扫码+领取;context:spam_fraud:review:commercial_spam:扫码+安排;context:spam_fraud:review:commercial_spam:资源+扫码;context:spam_fraud:review:commercial_spam:资源+领取;context:spam_fraud:review:commercial_spam:资源+安排;decision_engine:risk:0.9274 | text=我这里有资源，可以扫码领取，长期稳定可以安排。
ok | id=BV0109 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:加好友;structure:contact:review:contact;context:spam_fraud:review:commercial_spam:资源+加好友;context:spam_fraud:review:commercial_spam:资源+需要;decision_engine:risk:0.9242 | text=我这里有资源，可以加好友，需要的直接说。
ok | id=BV0110 | corpus=violation | expected=risk | actual=rejected | risk_score=90 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:加好友;structure:contact:review:contact;context:spam_fraud:review:commercial_spam:资源+加好友;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.9047 | text=我这里有资源，可以加好友，名额不多先到先得。
ok | id=BV0111 | corpus=violation | expected=risk | actual=pending | risk_score=90 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:加好友;structure:contact:review:contact;context:spam_fraud:review:commercial_spam:资源+加好友;decision_engine:risk:0.8982 | text=我这里有资源，可以加好友，别在公开评论区细问。
ok | id=BV0112 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:加好友;structure:contact:review:contact;context:spam_fraud:review:commercial_spam:资源+加好友;context:spam_fraud:review:commercial_spam:资源+安排;decision_engine:risk:0.9242 | text=我这里有资源，可以加好友，长期稳定可以安排。
ok | id=BV0113 | corpus=violation | expected=risk | actual=rejected | risk_score=90 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:资源+需要;context:spam_fraud:review:commercial_spam:资源+按条收费;decision_engine:risk:0.9013 | text=我这里有资源，可以按条收费，需要的直接说。
ok | id=BV0114 | corpus=violation | expected=risk | actual=pending | risk_score=89 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:资源+按条收费;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.8884 | text=我这里有资源，可以按条收费，名额不多先到先得。
ok | id=BV0115 | corpus=violation | expected=risk | actual=pending | risk_score=85 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:资源+按条收费;decision_engine:risk:0.8496 | text=我这里有资源，可以按条收费，别在公开评论区细问。
ok | id=BV0116 | corpus=violation | expected=risk | actual=rejected | risk_score=90 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:资源+按条收费;context:spam_fraud:review:commercial_spam:资源+安排;decision_engine:risk:0.9013 | text=我这里有资源，可以按条收费，长期稳定可以安排。
ok | id=BV0117 | corpus=violation | expected=risk | actual=rejected | risk_score=90 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:资源+需要;context:spam_fraud:review:commercial_spam:资源+走老方式;decision_engine:risk:0.9013 | text=我这里有资源，可以走老方式，需要的直接说。
ok | id=BV0118 | corpus=violation | expected=risk | actual=pending | risk_score=89 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:资源+走老方式;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.8884 | text=我这里有资源，可以走老方式，名额不多先到先得。
ok | id=BV0119 | corpus=violation | expected=risk | actual=pending | risk_score=85 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:资源+走老方式;decision_engine:risk:0.8496 | text=我这里有资源，可以走老方式，别在公开评论区细问。
ok | id=BV0120 | corpus=violation | expected=risk | actual=rejected | risk_score=90 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:资源+走老方式;context:spam_fraud:review:commercial_spam:资源+安排;decision_engine:risk:0.9013 | text=我这里有资源，可以走老方式，长期稳定可以安排。
ok | id=BV0121 | corpus=violation | expected=risk | actual=rejected | risk_score=90 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+私聊;context:spam_fraud:review:commercial_spam:账号+需要;decision_engine:risk:0.9013 | text=我这里有账号，可以私聊，需要的直接说。
ok | id=BV0122 | corpus=violation | expected=risk | actual=pending | risk_score=89 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+私聊;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.8884 | text=我这里有账号，可以私聊，名额不多先到先得。
ok | id=BV0123 | corpus=violation | expected=risk | actual=pending | risk_score=85 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+私聊;decision_engine:risk:0.8496 | text=我这里有账号，可以私聊，别在公开评论区细问。
ok | id=BV0124 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+私聊;context:spam_fraud:review:commercial_spam:账号+安排;context:spam_fraud:review:implicit_account_trade:账号+长期稳定;decision_engine:risk:0.9189 | text=我这里有账号，可以私聊，长期稳定可以安排。
ok | id=BV0125 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:私信+需要;context:spam_fraud:review:commercial_spam:账号+需要;context:spam_fraud:review:commercial_spam:账号+私信;decision_engine:risk:0.9205 | text=我这里有账号，可以私信，需要的直接说。
ok | id=BV0126 | corpus=violation | expected=risk | actual=pending | risk_score=89 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:账号+私信;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.8884 | text=我这里有账号，可以私信，名额不多先到先得。
ok | id=BV0127 | corpus=violation | expected=risk | actual=pending | risk_score=85 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:账号+私信;decision_engine:risk:0.8496 | text=我这里有账号，可以私信，别在公开评论区细问。
ok | id=BV0128 | corpus=violation | expected=risk | actual=rejected | risk_score=93 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:私信+安排;context:spam_fraud:review:commercial_spam:账号+安排;context:spam_fraud:review:commercial_spam:账号+私信;context:spam_fraud:review:implicit_account_trade:账号+长期稳定;decision_engine:risk:0.9255 | text=我这里有账号，可以私信，长期稳定可以安排。
ok | id=BV0129 | corpus=violation | expected=risk | actual=rejected | risk_score=91 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+主页;context:spam_fraud:review:commercial_spam:账号+看我主页;context:spam_fraud:review:commercial_spam:账号+需要;context:spam_fraud:review:implicit_account_trade:账号+主页;context:spam_fraud:review:implicit_contact_evasion:主页+看;context:spam_fraud:review:implicit_contact_evasion:账号+看;decision_engine:risk:0.9097 | text=我这里有账号，可以看我主页，需要的直接说。
ok | id=BV0130 | corpus=violation | expected=risk | actual=pending | risk_score=89 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+主页;context:spam_fraud:review:commercial_spam:账号+看我主页;context:spam_fraud:review:implicit_account_trade:账号+主页;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;context:spam_fraud:review:implicit_contact_evasion:主页+看;context:spam_fraud:review:implicit_contact_evasion:账号+看;decision_engine:risk:0.8934 | text=我这里有账号，可以看我主页，名额不多先到先得。
ok | id=BV0131 | corpus=violation | expected=risk | actual=rejected | risk_score=91 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+主页;context:spam_fraud:review:commercial_spam:账号+看我主页;context:spam_fraud:review:implicit_account_trade:账号+主页;context:spam_fraud:review:implicit_contact_evasion:主页+看;context:spam_fraud:review:implicit_contact_evasion:账号+看;decision_engine:risk:0.9093 | text=我这里有账号，可以看我主页，别在公开评论区细问。
ok | id=BV0132 | corpus=violation | expected=risk | actual=rejected | risk_score=91 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+主页;context:spam_fraud:review:commercial_spam:账号+看我主页;context:spam_fraud:review:commercial_spam:账号+安排;context:spam_fraud:review:implicit_account_trade:账号+长期稳定;context:spam_fraud:review:implicit_account_trade:账号+主页;context:spam_fraud:review:implicit_contact_evasion:主页+看;context:spam_fraud:review:implicit_contact_evasion:账号+看;decision_engine:risk:0.9099 | text=我这里有账号，可以看我主页，长期稳定可以安排。
ok | id=BV0133 | corpus=violation | expected=risk | actual=rejected | risk_score=93 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:进群+需要;context:spam_fraud:review:commercial_spam:账号+进群;context:spam_fraud:review:commercial_spam:账号+需要;context:spam_fraud:review:implicit_contact_evasion:账号+进;decision_engine:risk:0.9259 | text=我这里有账号，可以进群，需要的直接说。
ok | id=BV0134 | corpus=violation | expected=risk | actual=rejected | risk_score=91 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:账号+进群;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;context:spam_fraud:review:implicit_contact_evasion:账号+进;decision_engine:risk:0.9073 | text=我这里有账号，可以进群，名额不多先到先得。
ok | id=BV0135 | corpus=violation | expected=risk | actual=rejected | risk_score=91 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:账号+进群;context:spam_fraud:review:implicit_contact_evasion:账号+进;decision_engine:risk:0.9060 | text=我这里有账号，可以进群，别在公开评论区细问。
ok | id=BV0136 | corpus=violation | expected=risk | actual=rejected | risk_score=93 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:进群+安排;context:spam_fraud:review:commercial_spam:账号+进群;context:spam_fraud:review:commercial_spam:账号+安排;context:spam_fraud:review:implicit_account_trade:账号+长期稳定;context:spam_fraud:review:implicit_contact_evasion:账号+进;decision_engine:risk:0.9273 | text=我这里有账号，可以进群，长期稳定可以安排。
ok | id=BV0137 | corpus=violation | expected=risk | actual=rejected | risk_score=93 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:低价出售;context:spam_fraud:review:commercial_spam:账号+出售;context:spam_fraud:review:commercial_spam:账号+需要;context:spam_fraud:review:implicit_account_trade:账号+出售;context:spam_fraud:review:implicit_account_trade:账号+低价;decision_engine:risk:0.9269 | text=我这里有账号，可以低价出售，需要的直接说。
ok | id=BV0138 | corpus=violation | expected=risk | actual=rejected | risk_score=91 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:低价出售;context:spam_fraud:review:commercial_spam:账号+出售;context:spam_fraud:review:implicit_account_trade:账号+出售;context:spam_fraud:review:implicit_account_trade:账号+低价;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.9118 | text=我这里有账号，可以低价出售，名额不多先到先得。
ok | id=BV0139 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:低价出售;context:spam_fraud:review:commercial_spam:账号+出售;context:spam_fraud:review:implicit_account_trade:账号+出售;context:spam_fraud:review:implicit_account_trade:账号+低价;decision_engine:risk:0.9197 | text=我这里有账号，可以低价出售，别在公开评论区细问。
ok | id=BV0140 | corpus=violation | expected=risk | actual=rejected | risk_score=93 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:低价出售;context:spam_fraud:review:commercial_spam:账号+出售;context:spam_fraud:review:commercial_spam:账号+安排;context:spam_fraud:review:implicit_account_trade:账号+长期稳定;context:spam_fraud:review:implicit_account_trade:账号+出售;context:spam_fraud:review:implicit_account_trade:账号+低价;decision_engine:risk:0.9276 | text=我这里有账号，可以低价出售，长期稳定可以安排。
ok | id=BV0141 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+发你;context:spam_fraud:review:commercial_spam:账号+需要;context:spam_fraud:review:commercial_spam:账号+发;decision_engine:risk:0.9205 | text=我这里有账号，可以发你，需要的直接说。
ok | id=BV0142 | corpus=violation | expected=risk | actual=rejected | risk_score=91 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+发你;context:spam_fraud:review:commercial_spam:账号+发;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.9073 | text=我这里有账号，可以发你，名额不多先到先得。
ok | id=BV0143 | corpus=violation | expected=risk | actual=rejected | risk_score=91 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+发你;context:spam_fraud:review:commercial_spam:账号+发;decision_engine:risk:0.9060 | text=我这里有账号，可以发你，别在公开评论区细问。
ok | id=BV0144 | corpus=violation | expected=risk | actual=rejected | risk_score=93 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+发你;context:spam_fraud:review:commercial_spam:账号+发;context:spam_fraud:review:commercial_spam:账号+安排;context:spam_fraud:review:implicit_account_trade:账号+长期稳定;decision_engine:risk:0.9255 | text=我这里有账号，可以发你，长期稳定可以安排。
ok | id=BV0145 | corpus=violation | expected=risk | actual=rejected | risk_score=93 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:扫码+领取;context:spam_fraud:review:commercial_spam:扫码+需要;context:spam_fraud:review:commercial_spam:账号+扫码;context:spam_fraud:review:commercial_spam:账号+领取;context:spam_fraud:review:commercial_spam:账号+需要;decision_engine:risk:0.9274 | text=我这里有账号，可以扫码领取，需要的直接说。
ok | id=BV0146 | corpus=violation | expected=risk | actual=rejected | risk_score=91 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:扫码+领取;context:spam_fraud:review:commercial_spam:账号+扫码;context:spam_fraud:review:commercial_spam:账号+领取;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.9126 | text=我这里有账号，可以扫码领取，名额不多先到先得。
ok | id=BV0147 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:扫码+领取;context:spam_fraud:review:commercial_spam:账号+扫码;context:spam_fraud:review:commercial_spam:账号+领取;decision_engine:risk:0.9219 | text=我这里有账号，可以扫码领取，别在公开评论区细问。
ok | id=BV0148 | corpus=violation | expected=risk | actual=rejected | risk_score=93 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:扫码+领取;context:spam_fraud:review:commercial_spam:扫码+安排;context:spam_fraud:review:commercial_spam:账号+扫码;context:spam_fraud:review:commercial_spam:账号+领取;context:spam_fraud:review:commercial_spam:账号+安排;context:spam_fraud:review:implicit_account_trade:账号+长期稳定;decision_engine:risk:0.9278 | text=我这里有账号，可以扫码领取，长期稳定可以安排。
ok | id=BV0149 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:加好友;structure:contact:review:contact;context:spam_fraud:review:commercial_spam:账号+加好友;context:spam_fraud:review:commercial_spam:账号+需要;decision_engine:risk:0.9242 | text=我这里有账号，可以加好友，需要的直接说。
ok | id=BV0150 | corpus=violation | expected=risk | actual=rejected | risk_score=90 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:加好友;structure:contact:review:contact;context:spam_fraud:review:commercial_spam:账号+加好友;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.9047 | text=我这里有账号，可以加好友，名额不多先到先得。
ok | id=BV0151 | corpus=violation | expected=risk | actual=pending | risk_score=90 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:加好友;structure:contact:review:contact;context:spam_fraud:review:commercial_spam:账号+加好友;decision_engine:risk:0.8982 | text=我这里有账号，可以加好友，别在公开评论区细问。
ok | id=BV0152 | corpus=violation | expected=risk | actual=rejected | risk_score=93 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=lexicon:spam_fraud:review:加好友;structure:contact:review:contact;context:spam_fraud:review:commercial_spam:账号+加好友;context:spam_fraud:review:commercial_spam:账号+安排;context:spam_fraud:review:implicit_account_trade:账号+长期稳定;decision_engine:risk:0.9267 | text=我这里有账号，可以加好友，长期稳定可以安排。
ok | id=BV0153 | corpus=violation | expected=risk | actual=rejected | risk_score=90 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+需要;context:spam_fraud:review:commercial_spam:账号+按条收费;decision_engine:risk:0.9013 | text=我这里有账号，可以按条收费，需要的直接说。
ok | id=BV0154 | corpus=violation | expected=risk | actual=pending | risk_score=89 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+按条收费;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.8884 | text=我这里有账号，可以按条收费，名额不多先到先得。
ok | id=BV0155 | corpus=violation | expected=risk | actual=pending | risk_score=85 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+按条收费;decision_engine:risk:0.8496 | text=我这里有账号，可以按条收费，别在公开评论区细问。
ok | id=BV0156 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+按条收费;context:spam_fraud:review:commercial_spam:账号+安排;context:spam_fraud:review:implicit_account_trade:账号+长期稳定;decision_engine:risk:0.9189 | text=我这里有账号，可以按条收费，长期稳定可以安排。
ok | id=BV0157 | corpus=violation | expected=risk | actual=rejected | risk_score=90 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+需要;context:spam_fraud:review:commercial_spam:账号+走老方式;decision_engine:risk:0.9013 | text=我这里有账号，可以走老方式，需要的直接说。
ok | id=BV0158 | corpus=violation | expected=risk | actual=pending | risk_score=89 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+走老方式;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.8884 | text=我这里有账号，可以走老方式，名额不多先到先得。
ok | id=BV0159 | corpus=violation | expected=risk | actual=pending | risk_score=85 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+走老方式;decision_engine:risk:0.8496 | text=我这里有账号，可以走老方式，别在公开评论区细问。
ok | id=BV0160 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:账号+走老方式;context:spam_fraud:review:commercial_spam:账号+安排;context:spam_fraud:review:implicit_account_trade:账号+长期稳定;decision_engine:risk:0.9189 | text=我这里有账号，可以走老方式，长期稳定可以安排。
ok | id=BV0161 | corpus=violation | expected=risk | actual=rejected | risk_score=90 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:平台会员+私聊;context:spam_fraud:review:commercial_spam:平台会员+需要;decision_engine:risk:0.9013 | text=我这里有平台会员，可以私聊，需要的直接说。
ok | id=BV0162 | corpus=violation | expected=risk | actual=pending | risk_score=89 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:平台会员+私聊;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.8884 | text=我这里有平台会员，可以私聊，名额不多先到先得。
ok | id=BV0163 | corpus=violation | expected=risk | actual=pending | risk_score=85 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:平台会员+私聊;decision_engine:risk:0.8496 | text=我这里有平台会员，可以私聊，别在公开评论区细问。
ok | id=BV0164 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=context:spam_fraud:review:commercial_spam:平台会员+私聊;context:spam_fraud:review:commercial_spam:平台会员+安排;context:spam_fraud:review:implicit_account_trade:会员+长期稳定;decision_engine:risk:0.9189 | text=我这里有平台会员，可以私聊，长期稳定可以安排。
ok | id=BV0165 | corpus=violation | expected=risk | actual=rejected | risk_score=92 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:私信+需要;context:spam_fraud:review:commercial_spam:平台会员+需要;context:spam_fraud:review:commercial_spam:平台会员+私信;decision_engine:risk:0.9205 | text=我这里有平台会员，可以私信，需要的直接说。
ok | id=BV0166 | corpus=violation | expected=risk | actual=pending | risk_score=89 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:平台会员+私信;context:spam_fraud:review:implicit_financial_fraud:名额+先到先得;decision_engine:risk:0.8884 | text=我这里有平台会员，可以私信，名额不多先到先得。
ok | id=BV0167 | corpus=violation | expected=risk | actual=pending | risk_score=85 | category=spam_fraud | tags=blog,spam,resource_diversion | reasons=structure:contact:review:contact;context:spam_fraud:review:commercial_spam:平台会员+私信;decision_engine:risk:0.8496 | text=我这里有平台会员，可以私信，别在公开评论区细问。
